parishId,parishSlug,parishName,website,type,lat,long,parishAddress,parishDiocese,parishDioceseSlug,dioceseUrl,parishFamily,parishFamilySlug,parishDeanery,parishDeanerySlug,sundayMassTimes,dailyMassTimes,latinMass,confessionTimes,adorationTimes,overnightAdoration,benedictionTimes,devotions,parishCityCounty,parishCityCountySlug,parishProvinceState,provinceStateSlug,parishCountry,parishCountrySlug,parishPhone,parishEmail,parishNationality,parishPhotos,cathedral,basilica,shareBuildingSlug,shareBuildingName,parishesNotes,parishesLastUpdate
169,st-ambrose-cambridge,St. Ambrose,https://www.stambrosecambridge.ca,,43.353437,-80.297273,"210 South St, Cambridge, ON N1R 2P4, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 08:00; Wednesday 19:00; Thursday 08:00; Friday 08:00; First Saturday 08:00; Second Saturday 08:00,,Monday 18:30-18:45; Tuesday 08:30-09:30; Wednesday 18:00-18:45; Thursday 08:30-09:30; Friday 08:30-09:30; Saturday 16:00-16:45; Sunday 08:00-08:45; Sunday 10:15-10:45,Monday 00:00-Sunday 23:59,yes,,,Cambridge,cambridge-ontario-canada,Ontario,ontario,Canada,canada,519.621.2013,,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stambrose.webp,,,,,"To access Adoration Chapel, please contact the parish office.",12/30/2025
170,st-andrew-oakville,St. Andrew,https://www.standrewoakville.com,,43.447093,-79.663102,"47 Reynolds St, Oakville, ON L6J 3J9, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 08:15; Sunday 09:30; Sunday 11:30,Tuesday 12:05; Wednesday 09:00; Thursday 12:05; Friday 09:00,,Saturday 16:00-16:45,,,,,Oakville,oakville-ontario-canada,Ontario,ontario,Canada,canada,905.844.3303,office@standrewoakville.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/standrew.webp,,,,,,12/30/2025
171,st-ann-ancaster,St. Ann,https://stannparish.ca,,43.218094,-79.987982,"11 Wilson St W, Ancaster, ON L9G 1N1, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Wednesday 08:00; Thursday 08:00; Friday 08:00,,Tuesday 18:15-18:45; Saturday 16:00-16:45,Friday 08:30-09:15,,,,Ancaster,ancaster-ontario-canada,Ontario,ontario,Canada,canada,905-648-6874,,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stann1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stann2.webp,,,,,,12/30/2025
172,st-ann-hamilton,St. Ann,https://stannhamilton.church,,43.25594,-79.83597,"120 Sherman Ave N, Hamilton, ON L8L 6M6, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,"Saturday 17:00; Sunday 08:00 (Latin ""Low Mass); Sunday 10:00; Sunday 12:00 (Latin Missa Cantata)",Tuesday 08:00; Wednesday 08:00; Wednesday 19:00 (Latin); Thursday 08:00; Friday 19:00; Saturday 09:00,yes,Tuesday 07:30-08:00; Wednesday 07:30-08:00; Wednesday 18:30-19:00; Thursday 07:30-08:00; Saturday 08:30-09:00; Saturday 10:15-11:45; Saturday 16:30-17:00; Sunday 07:30-08:00; Sunday 09:30-10:00; Sunday 11:30-12:00,Saturday 10:00-11:45,,Saturday 11:45,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,(905) 544-0488,,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stannhamilton1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stannhamilton2.webp,,,,,"On the first friday of the month, mass is in latin. All other weeks it is in english.",12/30/2025
173,st-anne-kitchener,St. Anne,https://stanneskitchener.ca,,43.450372,-80.470538,"268 East Ave, Kitchener, ON N2H 1Z4, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 16:00; Sunday 09:30; Sunday 14:00 (Vietnamese),Monday 08:00; Tuesday 08:00; Wednesday 08:00; Thursday 19:00; Friday 08:00,,Thursday 18:00-19:00,Thursday 07:30-08:00; Thursday 19:30-20:30,,,,Kitchener,kitchener-ontario-canada,Ontario,ontario,Canada,canada,(519) 745-5302,stannekitchener@hamiltondiocese.com,Vietnamese,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stanne1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stanne2.webp,,,,,,12/30/2025
174,st-anthony-daniel-kitchener,St. Anthony Daniel,https://stanthonydaniel.ca,,43.448978,-80.448646,"29 Midland Dr, Kitchener, ON N2A 2A9, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Brant,brant-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Wednesday 08:00; Thursday 08:00; Friday 08:00,,Tuesday 18:00-18:45; Saturday 15:30-16:30,Monday 00:00-Sunday 23:59,yes,,,Kitchener,kitchener-ontario-canada,Ontario,ontario,Canada,canada,519-893-6960,stanthonydanielkitchener@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stanthonydaniel1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stanthonydaniel2.webp,,,,,"24/7 takes place in Adoration Chapel. To get the access code, please call Patrick at 519-748-5548 or Margaret at 519-894-5424.",12/30/2025
175,st-anthony-of-padua-hamilton,St. Anthony of Padua,https://www.stanthonyofpaduahamilton.org,,43.254447,-79.829179,"165 Prospect St N, Hamilton, ON L8L 6X8, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Wednesday 19:00; Thursday 19:00; Friday 19:00,,,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,905-544-3327,stanthonyhamilton@hamiltondiocese.com,Italian,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stanthonyofpadua.webp,,,,,"Language of masses is uncomfirmed. If you have this information, please reach out with the Report Error button below or directly at contact@catholicparishes.org.",12/30/2025
176,st-anthony-of-padua-kincardine,St. Anthony of Padua,https://stanthonykincardine.com,,44.169404,-81.621624,"749 Russell St, Kincardine, ON N2Z 1S7, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Wednesday 09:00; Thursday 19:00; Friday 09:00,,Saturday 15:30-16:30,,,,,Kincardine,kincardine-ontario-canada,Ontario,ontario,Canada,canada,519-396-2505,stanthonykincardine@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stanthonyofpaudakincardine.webp,,,,,"Adoration takes place on the first friday of each month. The time is unconfirmed. If you have this information, please reach out with the Report Error button below or directly at contact@catholicparishes.org.",12/30/2025
177,st-anthony-of-padua-oakville,St. Anthony of Padua,https://www.stanthonyoakville.ca,,43.441344,-79.673745,"40 John St, Oakville, ON L6K 1G8, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00 (Polish); Sunday 09:00 (Polish); Sunday 11:00 (Polish); Sunday 12:30 (Polish),Monday 09:00 (Polish); Tuesday 19:00 (Polish); Wednesday 09:00 (Polish); Wednesday 19:00 (Polish); Thursday 09:00 (Polish); Friday 19:00 (Polish); First Saturday 09:00 (Polish),,Monday 08:30-09:00; Tuesday 18:30-19:00; Wednesday 08:30-09:00; Wednesday 18:30-19:00; Thursday 08:30-09:00; Friday 18:30-19:00; Sunday 08:30-08:55,Wednesday 09:30-19:00; First Wednesday 19:30-09:00,yes,,,Oakville,oakville-ontario-canada,Ontario,ontario,Canada,canada,(905) 845-6067,stanthonyoakville@hamiltondiocese.com,Polish,,,,,,,12/30/2025
178,st-augustine-dundas,St. Augustine,https://staugustinesparish.ca,,43.268878,-79.956978,"58 Sydenham St, Dundas, ON L9H 2T9, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 18:30; Wednesday 08:00; Thursday 08:00; Friday 08:00,,Saturday 15:45-16:30,Wednesday 08:30-19:00,,,Wednesday 08:30 (Rosary); Thursday 08:30 (Rosary); Friday 08:30 (Rosary),Dundas,dundas-ontario-canada,Ontario,ontario,Canada,canada,(905) 628-2880,,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/staugustine1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/staugustine2.webp,,,,,"From the parish website with regards to daily mass: ""Wednesdays, Thursdays & First Fridays of the month (September to June) and Fridays in Advent and Lent at 8 a.m.""; Adoration ""Starts October 15 to June 11, 2026""",12/30/2025
179,st-basil-brantford,St. Basil,https://stbasilparish.ca,,43.144988,-80.269485,"50 Palace St, Brantford, ON N3T 3Y6, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Brant,brant-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:30; Sunday 11:30,Tuesday 19:00; Wednesday 09:00; Thursday 09:00; Friday 09:00,,Saturday 16:00-16:45,,,,,Brantford,brantford-ontario-canada,Ontario,ontario,Canada,canada,(519) 752-0361,stbasilbrantford@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stbasil.webp,,,,,,12/30/2025
180,st-benedict-milton,St. Benedict,https://stbenedictparish.ca,,43.501005,-79.844349,"300 Yates Dr, Milton, ON L9T 2W3, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 10:30; Sunday 12:00; Sunday 16:00 (French),Monday 09:00; Tuesday 09:00; Wednesday 09:00; Thursday 09:00; Friday 09:00; First Saturday 09:00,,Saturday 15:30-16:30,Friday 09:30-10:30; First Friday 09:30-21:00,,,,Milton,milton-ontario-canada,Ontario,ontario,Canada,canada,289-878-3118,stbenedictmilton@hamiltondiocese.com,French,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stbenedict.webp,,,,,,12/30/2025
181,st-boniface-maryhill,St. Boniface,https://www.stboniface-maryhill.ca,,43.536579,-80.392314,"1355 Maryhill Rd, Maryhill, ON N0B 2B0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Sunday 11:00,Friday 09:00,,Friday 09:30-10:30,Friday 09:30-10:30,,,,Maryhill,maryhill-ontario-canada,Ontario,ontario,Canada,canada,(519) 648-2069,stboniface.maryhill@gmail.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stboniface1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stboniface2.webp,,,,,,12/30/2025
182,st-catherine-of-siena-hamilton,St. Catherine of Siena,https://www.catherineofsienachurch.ca,,43.19554,-79.865912,"620 Rymal Rd E, Hamilton, ON L8W 1B3, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Wednesday 09:00; Thursday 09:00; Friday 09:00,,Tuesday 18:15-18:45; Saturday 16:00-16:30,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,905-383-3381,stcatherinehamilton@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stcatherineofsiena.webp,,,,,,12/30/2025
183,st-charles-garnier-hamilton,St. Charles Garnier,https://www.saintcharlesgarnier.com,,43.251595,-79.869567,"129 Hughson St S, Hamilton, ON L8N 2B3, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 10:00,Monday 09:00; Tuesday 09:00; Wednesday 09:00; Thursday 09:00; Friday 09:00,,Saturday 16:00-16:30,Monday 08:00-09:00; Tuesday 08:00-09:00; Wednesday 08:00-09:00; Thursday 08:00-09:00; Friday 08:00-09:00,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,905-528-0074,saintcharlesgarnier505@gmail.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stcharlesgarnier.webp,,,,,,12/30/2025
184,st-clement-cambridge,St. Clement,https://www.stclementcambridge.com,,43.396921,-80.356791,"745 Duke St, Cambridge, ON N3H 3T7, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 16:30 (Latin Low Mass); Sunday 09:30 (Latin Chant Mass); Sunday 11:30 (Latin); Sunday 16:30 (Latin Low Mass),Wednesday 12:15; Thursday 12:15; Friday 12:15,yes,Wednesday 12:00-12:15; Thursday 12:00-12:15; Friday 12:00-12:15,,,,,Cambridge,cambridge-ontario-canada,Ontario,ontario,Canada,canada,(519) 653-6123,stclementcambridge@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stclementcambridge1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stclementcambridge2.webp,,,,,,12/30/2025
185,st-clement-st-clement,St. Clement,https://www.stclementsparish.com,,43.523605,-80.653615,"3619 Lobsinger Line, St. Clements, ON N0B 2M0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,"Mission of St. Clement, St. Clements",mission-of-st-clement-st-clements,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00,Tuesday 09:00; Wednesday 12:00; Thursday 09:00; Friday 09:00,,Friday 14:00-15:00; Saturday 16:00-16:30,Friday 09:30-15:00,,,Friday 15:00 (Divine Mercy Chaplet),St. Clement,st-clement-ontario-canada,Ontario,ontario,Canada,canada,519-699-4425,stclementsparish@sympatico.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stclementstclement1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stclementstclement2.webp,,,,,,12/30/2025
186,st-dominic-oakville,St. Dominic,https://saintdominic.ca,,43.399755,-79.718862,"2415 Rebecca St, Oakville, ON L6L 2B1, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 08:30; Wednesday 08:30; Thursday 08:30; Friday 08:30,,Saturday 16:00-16:30,Friday 09:00-10:00,,,Tuesday 09:00 (Rosary); Wednesday 09:00 (Rosary); Thursday 09:00 (Rosary); Friday 09:00 (Rosary),Oakville,oakville-ontario-canada,Ontario,ontario,Canada,canada,(905) 827-2373,office@saintdominic.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stdominic1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stdominic2.webp,,,,,Weekday Masses are held in the chapel. Please enter through the gold-coloured doors on the north side of the church.,12/30/2025
187,st-eugene-hamilton,St. Eugene,https://steugenesparish.ca,,43.234378,-79.793599,"232 Queenston Rd, Hamilton, ON L8K 1G6, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Wednesday 08:30; Thursday 08:30; Friday 08:30; Saturday 09:00,,Tuesday 18:30-18:45; Saturday 16:00-16:45,,,,Saturday 09:35 (Rosary),Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,(905) 549-2694,steugeneschurch@cogeco.net,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/steugene1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/steugene2.webp,,,,,,12/31/2025
188,st-francis-of-assisi-kitchener,St. Francis of Assisi,https://stfranciskw.ca,,43.432662,-80.507166,"49 Blueridge Ave, Kitchener, ON N2M 4E2, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 09:00; Wednesday 09:00; Thursday 09:00; Friday 09:00,,Saturday 16:00-16:30,,,,,Kitchener,kitchener-ontario-canada,Ontario,ontario,Canada,canada,519-745-7301,stfranciskitchener@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stfrancisofassisi.webp,,,,,,12/31/2025
189,st-francis-xavier-stoney-creek,St. Francis Xavier,https://saintfxstoneycreek.com,,43.219743,-79.731415,"304 Hwy 8, Stoney Creek, ON L8G 1E6, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:30; Sunday 09:00; Sunday 11:00,Tuesday 08:00; Wednesday 08:00; Wednesday 19:00; Thursday 08:00; Friday 08:00,,Saturday 16:30-17:00,Friday 08:30-09:30,,,,Stoney Creek,stoney-creek-ontario-canada,Ontario,ontario,Canada,canada,905-662-8593,saintfx@cogeco.net,,,,,,,,12/31/2025
190,st-gabriel-burlington,St. Gabriel,https://www.saintgabrielchurch.com,,43.356307,-79.825027,"2261 Parkway Dr, Burlington, ON L7P 1S9, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:30 (Polish); Sunday 11:00; Sunday 12:30 (Polish),Tuesday 18:30; Wednesday 18:30 (Polish); Thursday 09:00; Friday 09:00 (Polish); First Saturday 09:00 (Bilingual),,Saturday 15:45-16:30; First Saturday 17:30-18:20,First Friday 09:00-18:30; First Saturday 09:30-10:00,,,,Burlington,burlington-ontario-canada,Ontario,ontario,Canada,canada,905-336-7144,office@saintgabrielchurch.com,Polish,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stgabriel1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stgabriel2.webp,,,,,,12/31/2025
191,st-gregory-the-great-cambridge,St. Gregory the Great,https://www.saintgregoryparish.com,,43.348576,-80.328188,"10 St Gregorys Dr, Cambridge, ON N1S 3Z1, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 10:00,Tuesday 19:00; Wednesday 08:15; Thursday 08:15; Friday 08:15,,Tuesday 18:00-18:30; Saturday 10:00-10:30,Tuesday 18:00-18:45,,,,Cambridge,cambridge-ontario-canada,Ontario,ontario,Canada,canada,(519) 623-3111,,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stgregorycambridge.webp,,,,,,12/31/2025
192,st-gregory-the-great-hamilton,St. Gregory the Great,https://www.facebook.com/stgregorythegreathamilton/,,43.2329,-79.76355,"125 Centennial Pkwy N, Hamilton, ON L8E 3N6, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:30 (Slovenian); Sunday 09:30 (Slovenian),Monday 19:00 (Slovenian); Tuesday 19:00 (Slovenian); Wednesday 19:00 (Slovenian); Thursday 19:00 (Slovenian); Friday 19:00 (Slovenian),,,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,(905) 561-5971,gregorij.veliki125@gmail.com,Slovenian,,,,,,,12/31/2025
193,st-james-oakville,St. James,https://stjamesparish.ca,,43.436019,-79.68714,"231 Morden Rd, Oakville, ON L6K 2S2, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 08:30; Sunday 09:45 (Italian); Sunday 11:00; Sunday 17:00,Monday 08:00; Tuesday 08:00; Wednesday 08:00; Thursday 08:00; Friday 08:00; First Friday 19:00; Saturday 08:00,,Saturday 16:00-17:00,,,,,Oakville,oakville-ontario-canada,Ontario,ontario,Canada,canada,905-845-3603,sjamesoak@sympatico.ca,Italian,,,,,,,12/31/2025
194,st-john-brebeuf-erin,St. John Brébeuf,https://stjohnbrebeuferin.org,,43.770513,-80.059471,"24 Millwood Road, Erin, ON N0B 1T0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,St. John Brébeuf and St. Peter,st-john-brbeuf-and-st-peter,Wellington,wellington-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00,Tuesday 09:15; Wednesday 09:15; Thursday 19:00; Friday 09:15,,Saturday 16:00-16:45,,,,,Erin,erin-ontario-canada,Ontario,ontario,Canada,canada,519-833-9738,stjohnerin@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stjohnbrebeuf1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stjohnbrebeuf2.webp,,,,,,12/31/2025
195,st-peter-oustic,St. Peter,https://stjohnbrebeuferin.org,,43.697534,-80.254896,"8404 5th Line, Guelph/Eramosa, ON N0B 2K0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,St. John Brébeuf and St. Peter,st-john-brbeuf-and-st-peter,Wellington,wellington-diocese-of-hamilton-canada,Sunday 11:00,,,Sunday 12:00-12:30,,,,,Oustic,oustic-ontario-canada,Ontario,ontario,Canada,canada,519-833-9738,stjohnerin@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stpeteroustic1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stpeteroustic2.webp,,,,,,12/31/2025
